time,value
2026-09-12T00:54:18.811Z,6.332962989807129
2026-09-12T00:54:18.819Z,6.332962989807129
2026-09-12T00:54:19.818Z,6.962637901306152
2026-09-12T00:54:19.836Z,6.962637901306152
2026-09-12T00:54:20.824Z,9.016862869262695
2026-09-12T00:54:20.843Z,9.016862869262695
2026-09-12T00:54:21.826Z,9.89553451538086
2026-09-12T00:54:21.843Z,9.89553451538086
2026-09-12T00:54:22.826Z,9.950601577758789
2026-09-12T00:54:22.862Z,9.950601577758789
2026-09-12T00:54:23.845Z,9.950601577758789
2026-09-12T00:54:23.878Z,9.950601577758789
2026-09-12T00:54:24.862Z,9.955389976501465
2026-09-12T00:54:24.879Z,9.955389976501465
2026-09-12T00:54:25.864Z,9.950601577758789
2026-09-12T00:54:25.895Z,9.950601577758789
2026-09-12T00:54:26.881Z,9.955389976501465
2026-09-12T00:54:26.913Z,9.955389976501465
2026-09-12T00:54:27.881Z,9.964966773986816
2026-09-12T00:54:27.934Z,9.964966773986816
2026-09-12T00:54:28.897Z,9.955389976501465
2026-09-12T00:54:28.949Z,9.955389976501465
2026-09-12T00:54:29.914Z,9.964966773986816
2026-09-12T00:54:29.963Z,9.964966773986816
2026-09-12T00:54:30.913Z,0.3256114423274994
2026-09-12T00:54:30.964Z,0.3256114423274994
2026-09-12T00:54:31.93Z,13.527539253234863
2026-09-12T00:54:31.982Z,13.527539253234863
2026-09-12T00:54:33.022Z,3.6607344150543213
2026-09-12T00:54:33.032Z,3.6607344150543213
2026-09-12T00:54:33.946Z,4.534617900848389
2026-09-12T00:54:34.007Z,4.534617900848389
2026-09-12T00:54:34.951Z,1.678335428237915
2026-09-12T00:54:35.001Z,1.678335428237915
2026-09-12T00:54:36.213Z,8.787019729614258
2026-09-12T00:54:36.214Z,8.787019729614258
2026-09-12T00:54:37.214Z,-3.5673606395721436
2026-09-12T00:54:37.216Z,-3.5673606395721436
2026-09-12T00:54:38.215Z,-3.5673606395721436
2026-09-12T00:54:38.217Z,-3.5673606395721436
2026-09-12T00:54:39.216Z,-13.33121395111084
2026-09-12T00:54:39.217Z,-13.33121395111084
2026-09-12T00:54:40.228Z,-16.707338333129883
2026-09-12T00:54:40.229Z,-16.707338333129883
2026-09-12T00:54:41.226Z,-0.16759411990642548
2026-09-12T00:54:41.227Z,-0.16759411990642548
2026-09-12T00:54:42.234Z,-2.4875755310058594
2026-09-12T00:54:42.241Z,-2.4875755310058594
2026-09-12T00:54:43.243Z,-2.58813214302063
2026-09-12T00:54:43.245Z,-2.58813214302063
2026-09-12T00:54:44.253Z,3.1435868740081787
2026-09-12T00:54:45.253Z,5.76793098449707
2026-09-12T00:54:45.254Z,5.76793098449707
2026-09-12T00:54:46.261Z,7.137414455413818
2026-09-12T00:54:46.262Z,7.137414455413818
2026-09-12T00:54:47.27Z,10.316914558410645
2026-09-12T00:54:47.272Z,10.316914558410645
2026-09-12T00:54:48.272Z,5.076006889343262
2026-09-12T00:54:49.279Z,7.690474987030029
2026-09-12T00:54:49.28Z,7.690474987030029
2026-09-12T00:54:50.28Z,5.803843975067139
2026-09-12T00:54:50.281Z,5.803843975067139
2026-09-12T00:54:51.289Z,1.359906554222107
2026-09-12T00:54:52.298Z,1.1085153818130493
2026-09-12T00:54:52.299Z,1.1085153818130493
2026-09-12T00:54:53.299Z,0.6871358752250671
2026-09-12T00:54:54.308Z,7.300220489501953
2026-09-12T00:54:54.31Z,7.300220489501953
2026-09-12T00:54:55.328Z,4.78122091293335
2026-09-12T00:54:55.331Z,4.78122091293335
2026-09-12T00:54:56.333Z,4.467580318450928
2026-09-12T00:54:56.337Z,4.467580318450928
2026-09-12T00:54:57.343Z,9.797372817993164
2026-09-12T00:54:57.348Z,9.797372817993164
2026-09-12T00:54:58.352Z,5.830180644989014
2026-09-12T00:54:58.355Z,5.830180644989014
2026-09-12T00:54:59.363Z,7.259518623352051
2026-09-12T00:54:59.364Z,7.259518623352051
2026-09-12T00:55:00.377Z,8.492532730102539
2026-09-12T00:55:00.378Z,8.492532730102539
2026-09-12T00:55:01.389Z,9.160514831542969
2026-09-12T00:55:01.39Z,9.160514831542969
2026-09-12T00:55:02.387Z,6.332962989807129
2026-09-12T00:55:02.388Z,6.332962989807129
2026-09-12T00:55:03.394Z,7.972990989685059
2026-09-12T00:55:03.395Z,7.972990989685059
2026-09-12T00:55:04.397Z,1.6950948238372803
2026-09-12T00:55:04.398Z,1.6950948238372803
2026-09-12T00:55:05.408Z,3.028665065765381
2026-09-12T00:55:05.409Z,3.028665065765381
2026-09-12T00:55:06.415Z,6.00495719909668
2026-09-12T00:55:06.416Z,6.00495719909668
2026-09-12T00:55:07.425Z,9.13417911529541
2026-09-12T00:55:07.426Z,9.13417911529541
2026-09-12T00:55:08.433Z,-2.5498247146606445
2026-09-12T00:55:08.435Z,-2.5498247146606445
2026-09-12T00:55:09.444Z,11.348814964294434
2026-09-12T00:55:09.445Z,11.348814964294434
2026-09-12T00:55:10.457Z,-5.351340293884277
2026-09-12T00:55:10.458Z,-5.351340293884277
2026-09-12T00:55:11.466Z,2.583343744277954
2026-09-12T00:55:11.468Z,2.583343744277954
2026-09-12T00:55:12.469Z,17.583616256713867
2026-09-12T00:55:12.47Z,17.583616256713867
2026-09-12T00:55:13.47Z,14.08538818359375
2026-09-12T00:55:13.471Z,14.08538818359375
2026-09-12T00:55:14.476Z,-0.9313444495201111
2026-09-12T00:55:14.479Z,-0.9313444495201111
2026-09-12T00:55:15.49Z,3.114856481552124
2026-09-12T00:55:15.497Z,3.114856481552124
