time,value
2026-09-12T00:54:18.811Z,9.681501494097967
2026-09-12T00:54:18.819Z,9.681501494097967
2026-09-12T00:54:19.818Z,10.078580001272977
2026-09-12T00:54:19.836Z,10.078580001272977
2026-09-12T00:54:20.824Z,9.701559243145388
2026-09-12T00:54:20.843Z,9.701559243145388
2026-09-12T00:54:21.826Z,9.951358435044849
2026-09-12T00:54:21.843Z,9.951358435044849
2026-09-12T00:54:22.826Z,9.950616843492949
2026-09-12T00:54:22.862Z,9.950616843492949
2026-09-12T00:54:23.845Z,9.950607338415645
2026-09-12T00:54:23.878Z,9.950607338415645
2026-09-12T00:54:24.862Z,9.955392567550605
2026-09-12T00:54:24.879Z,9.955392567550605
2026-09-12T00:54:25.864Z,9.95060906661149
2026-09-12T00:54:25.895Z,9.95060906661149
2026-09-12T00:54:26.881Z,9.955398325434611
2026-09-12T00:54:26.913Z,9.955398325434611
2026-09-12T00:54:27.881Z,9.964977128218873
2026-09-12T00:54:27.934Z,9.964977128218873
2026-09-12T00:54:28.897Z,9.955408689618999
2026-09-12T00:54:28.949Z,9.955408689618999
2026-09-12T00:54:29.914Z,10.130665115833912
2026-09-12T00:54:29.963Z,10.130665115833912
2026-09-12T00:54:30.913Z,6.186266619132125
2026-09-12T00:54:30.964Z,6.186266619132125
2026-09-12T00:54:31.93Z,15.438123344481074
2026-09-12T00:54:31.982Z,15.438123344481074
2026-09-12T00:54:33.022Z,10.336686415874993
2026-09-12T00:54:33.032Z,10.336686415874993
2026-09-12T00:54:33.946Z,10.223696153274014
2026-09-12T00:54:34.007Z,10.223696153274014
2026-09-12T00:54:34.951Z,10.12491300015152
2026-09-12T00:54:35.001Z,10.12491300015152
2026-09-12T00:54:36.213Z,11.714810891296676
2026-09-12T00:54:36.214Z,11.714810891296676
2026-09-12T00:54:37.214Z,9.80233506359237
2026-09-12T00:54:37.216Z,9.80233506359237
2026-09-12T00:54:38.215Z,9.80233506359237
2026-09-12T00:54:38.217Z,9.80233506359237
2026-09-12T00:54:39.216Z,14.040655367101692
2026-09-12T00:54:39.217Z,14.040655367101692
2026-09-12T00:54:40.228Z,18.19841254238813
2026-09-12T00:54:40.229Z,18.19841254238813
2026-09-12T00:54:41.226Z,2.0358037104048656
2026-09-12T00:54:41.227Z,2.0358037104048656
2026-09-12T00:54:42.234Z,8.500068054298028
2026-09-12T00:54:42.241Z,8.500068054298028
2026-09-12T00:54:43.243Z,10.41981858933404
2026-09-12T00:54:43.245Z,10.41981858933404
2026-09-12T00:54:44.253Z,9.648259896075256
2026-09-12T00:54:45.253Z,9.521225450715143
2026-09-12T00:54:45.254Z,9.521225450715143
2026-09-12T00:54:46.261Z,9.115182063237581
2026-09-12T00:54:46.262Z,9.115182063237581
2026-09-12T00:54:47.27Z,10.936600128018624
2026-09-12T00:54:47.272Z,10.936600128018624
2026-09-12T00:54:48.272Z,9.456123475898627
2026-09-12T00:54:49.279Z,9.654594362820268
2026-09-12T00:54:49.28Z,9.654594362820268
2026-09-12T00:54:50.28Z,10.810754786909516
2026-09-12T00:54:50.281Z,10.810754786909516
2026-09-12T00:54:51.289Z,9.8941934846868
2026-09-12T00:54:52.298Z,10.317302987121787
2026-09-12T00:54:52.299Z,10.317302987121787
2026-09-12T00:54:53.299Z,9.638961604782162
2026-09-12T00:54:54.308Z,11.08897100432102
2026-09-12T00:54:54.31Z,11.08897100432102
2026-09-12T00:54:55.328Z,9.864424613755238
2026-09-12T00:54:55.331Z,9.864424613755238
2026-09-12T00:54:56.333Z,8.715818643699958
2026-09-12T00:54:56.337Z,8.715818643699958
2026-09-12T00:54:57.343Z,10.78965653645604
2026-09-12T00:54:57.348Z,10.78965653645604
2026-09-12T00:54:58.352Z,9.567023192783678
2026-09-12T00:54:58.355Z,9.567023192783678
2026-09-12T00:54:59.363Z,7.857484886964988
2026-09-12T00:54:59.364Z,7.857484886964988
2026-09-12T00:55:00.377Z,10.214786115479686
2026-09-12T00:55:00.378Z,10.214786115479686
2026-09-12T00:55:01.389Z,11.311162152899225
2026-09-12T00:55:01.39Z,11.311162152899225
2026-09-12T00:55:02.387Z,7.706385771102086
2026-09-12T00:55:02.388Z,7.706385771102086
2026-09-12T00:55:03.394Z,10.007873186574828
2026-09-12T00:55:03.395Z,10.007873186574828
2026-09-12T00:55:04.397Z,4.269613436407037
2026-09-12T00:55:04.398Z,4.269613436407037
2026-09-12T00:55:05.408Z,6.0086985265074215
2026-09-12T00:55:05.409Z,6.0086985265074215
2026-09-12T00:55:06.415Z,13.141521379409408
2026-09-12T00:55:06.416Z,13.141521379409408
2026-09-12T00:55:07.425Z,20.816048502835095
2026-09-12T00:55:07.426Z,20.816048502835095
2026-09-12T00:55:08.433Z,32.19057646531984
2026-09-12T00:55:08.435Z,32.19057646531984
2026-09-12T00:55:09.444Z,11.831949243512003
2026-09-12T00:55:09.445Z,11.831949243512003
2026-09-12T00:55:10.457Z,19.022124647088074
2026-09-12T00:55:10.458Z,19.022124647088074
2026-09-12T00:55:11.466Z,29.694419018894784
2026-09-12T00:55:11.468Z,29.694419018894784
2026-09-12T00:55:12.469Z,25.678059117787658
2026-09-12T00:55:12.47Z,25.678059117787658
2026-09-12T00:55:13.47Z,22.112951758670324
2026-09-12T00:55:13.471Z,22.112951758670324
2026-09-12T00:55:14.476Z,6.535521920578489
2026-09-12T00:55:14.479Z,6.535521920578489
2026-09-12T00:55:15.49Z,16.701873003846515
2026-09-12T00:55:15.497Z,16.701873003846515
2026-09-12T00:55:16.504Z,51.0592140562288
2026-09-12T00:55:16.505Z,51.0592140562288
2026-09-12T00:55:17.508Z,10.45509282433307
2026-09-12T00:55:17.509Z,10.45509282433307
