timestamp,lux
2026-07-29T15:36:35,252.5
2026-07-29T15:36:43,254.17
2026-07-29T15:36:53,252.5
2026-07-29T15:37:03,247.5
2026-07-29T15:37:13,250.83
2026-07-29T15:37:23,250.0
2026-07-29T15:37:33,246.67
2026-07-29T15:37:43,242.5
2026-07-29T15:37:53,240.0
2026-07-29T15:38:03,239.17
2026-07-29T15:38:13,237.5
2026-07-29T15:38:23,243.33
2026-07-29T15:38:33,271.67
2026-07-29T15:38:43,291.67
2026-07-29T15:38:53,292.5
2026-07-29T15:39:03,281.67
2026-07-29T15:39:13,292.5
2026-07-29T15:39:23,290.83
2026-07-29T15:39:33,286.67
2026-07-29T15:39:43,290.0
2026-07-29T15:39:53,294.17
2026-07-29T15:40:03,299.17
2026-07-29T15:40:13,302.5
2026-07-29T15:40:23,300.83
2026-07-29T15:40:33,300.83
2026-07-29T15:40:43,300.83
2026-07-29T15:40:53,297.5
2026-07-29T15:41:03,271.67
2026-07-29T15:41:13,266.67
2026-07-29T15:41:23,245.83
2026-07-29T15:41:33,237.5
2026-07-29T15:41:43,236.67
2026-07-29T15:41:53,233.33
2026-07-29T15:42:03,230.83
2026-07-29T15:42:13,234.17
2026-07-29T15:42:23,249.17
2026-07-29T15:42:33,242.5
2026-07-29T15:42:43,240.0
2026-07-29T15:42:53,218.33
2026-07-29T15:43:03,226.67
2026-07-29T15:43:13,272.5
2026-07-29T15:43:23,275.83
2026-07-29T15:43:33,273.33
2026-07-29T15:43:43,275.0
2026-07-29T15:43:53,251.67
2026-07-29T15:44:03,266.67
2026-07-29T15:44:13,263.33
2026-07-29T15:44:23,266.67
2026-07-29T15:44:33,265.0
2026-07-29T15:44:43,249.17
2026-07-29T15:44:53,222.5
2026-07-29T15:45:03,215.83
2026-07-29T15:45:13,219.17
2026-07-29T15:45:23,218.33
2026-07-29T15:45:33,230.83
2026-07-29T15:45:43,235.83
2026-07-29T15:45:53,245.83
2026-07-29T15:46:03,240.0
2026-07-29T15:46:13,227.5
2026-07-29T15:46:23,227.5
2026-07-29T15:46:33,224.17
2026-07-29T15:46:43,241.67
2026-07-29T15:46:53,235.0
2026-07-29T15:47:03,245.83
2026-07-29T15:47:13,250.0
2026-07-29T15:47:23,255.83
2026-07-29T15:47:33,257.5
2026-07-29T15:47:43,256.67
2026-07-29T15:47:53,257.5
2026-07-29T15:48:03,257.5
2026-07-29T15:48:13,257.5
2026-07-29T15:48:23,257.5
2026-07-29T15:48:33,257.5
2026-07-29T15:48:43,256.67
2026-07-29T15:48:53,255.83
2026-07-29T15:49:03,255.83
2026-07-29T15:49:13,255.83
2026-07-29T15:49:23,255.83
2026-07-29T15:49:33,255.83
2026-07-29T15:49:43,255.0
2026-07-29T15:49:53,254.17
2026-07-29T15:50:03,254.17
2026-07-29T15:50:13,254.17
2026-07-29T15:50:23,255.0
2026-07-29T15:50:33,255.0
2026-07-29T15:50:43,255.0
2026-07-29T15:50:53,255.0
2026-07-29T15:51:03,256.67
2026-07-29T15:51:13,255.83
2026-07-29T15:51:23,243.33
2026-07-29T15:51:33,254.17
2026-07-29T15:51:43,253.33
2026-07-29T15:51:53,259.17
2026-07-29T15:52:03,257.5
2026-07-29T15:52:13,257.5
2026-07-29T15:52:23,255.83
2026-07-29T15:52:33,252.5
2026-07-29T15:52:43,250.0
2026-07-29T15:52:53,250.0
2026-07-29T15:53:03,245.83
