timestamp,lux,occupied
2026-09-24T09:41:59,15411.67,1
2026-09-24T09:43:59,33887.5,1
2026-09-24T09:45:59,40606.66,1
2026-09-24T09:47:59,32600.0,1
2026-09-24T09:49:59,33012.5,1
2026-09-24T09:51:59,30760.0,1
2026-09-24T09:53:59,24181.67,1
2026-09-24T09:55:59,20798.33,1
2026-09-24T09:57:59,22717.5,1
2026-09-24T09:59:59,18356.67,1
2026-09-24T10:01:59,20045.83,1
2026-09-24T10:03:59,18318.33,1
2026-09-24T10:05:59,12415.0,1
2026-09-24T10:07:59,9117.5,1
2026-09-24T10:09:59,6175.0,1
2026-09-24T10:11:59,4532.5,1
2026-09-24T10:13:59,4000.0,1
2026-09-24T10:15:59,4693.33,1
2026-09-24T10:17:59,4518.33,1
2026-09-24T10:19:59,4378.33,1
2026-09-24T10:21:59,4175.83,1
2026-09-24T10:23:59,10321.67,1
2026-09-24T10:25:59,39414.16,1
2026-09-24T10:27:59,50174.16,1
2026-09-24T10:29:59,46428.33,1
2026-09-24T10:31:59,54612.5,1
2026-09-24T10:33:59,44733.33,1
2026-09-24T10:35:59,17121.67,1
2026-09-24T10:37:59,52620.0,1
2026-09-24T10:39:59,52623.33,1
2026-09-24T10:41:59,54445.83,1
2026-09-24T10:43:59,19405.83,1
2026-09-24T10:45:59,2502.5,1
2026-09-24T10:47:59,2253.33,1
2026-09-24T10:49:59,2138.33,1
2026-09-24T10:51:59,2167.5,1
2026-09-24T10:53:59,2105.0,1
2026-09-24T10:55:59,2125.0,1
2026-09-24T10:57:59,2299.17,1
2026-09-24T10:59:59,2600.0,1
2026-09-24T11:01:59,2727.5,1
2026-09-24T11:03:59,3004.17,1
2026-09-24T11:05:59,3530.83,1
2026-09-24T11:07:59,3855.0,1
2026-09-24T11:09:59,4185.83,1
2026-09-24T11:11:59,4167.5,1
2026-09-24T11:13:59,4066.67,1
2026-09-24T11:15:59,4189.17,1
2026-09-24T11:17:59,4824.17,1
2026-09-24T11:19:59,4922.5,1
2026-09-24T11:21:59,3705.0,1
2026-09-24T11:23:59,2697.5,1
2026-09-24T11:25:59,2471.67,1
2026-09-24T11:27:59,3121.67,1
2026-09-24T11:29:59,-,0
2026-09-24T11:31:59,-,0
2026-09-24T11:33:59,-,0
2026-09-24T11:35:59,2090.83,1
2026-09-24T11:37:59,1797.5,1
2026-09-24T11:39:59,1555.83,1
2026-09-24T11:41:59,1400.83,1
2026-09-24T11:43:59,1523.33,1
2026-09-24T11:45:59,1767.5,1
2026-09-24T11:47:59,2183.33,1
2026-09-24T11:49:59,2130.83,1
2026-09-24T11:51:59,1775.0,1
2026-09-24T11:53:59,1513.33,1
2026-09-24T11:55:59,1230.83,1
2026-09-24T11:57:59,1115.83,1
2026-09-24T11:59:59,1043.33,1
2026-09-24T12:01:59,1017.5,1
2026-09-24T12:03:59,989.17,1
2026-09-24T12:05:59,974.17,1
2026-09-24T12:07:59,970.83,1
2026-09-24T12:09:59,972.5,1
2026-09-24T12:11:59,966.67,1
2026-09-24T12:13:59,972.5,1
2026-09-24T12:15:59,953.33,1
2026-09-24T12:17:59,946.67,1
2026-09-24T12:19:59,987.5,1
2026-09-24T12:21:59,1003.33,1
2026-09-24T12:23:59,1020.83,1
2026-09-24T12:25:59,1192.5,1
2026-09-24T12:27:59,1269.17,1
2026-09-24T12:29:59,1364.17,1
2026-09-24T12:31:59,1772.5,1
2026-09-24T12:33:59,2400.0,1
2026-09-24T12:35:59,3367.5,1
2026-09-24T12:38:00,3941.67,1
2026-09-24T12:40:00,3714.17,1
2026-09-24T12:42:00,3757.5,1
2026-09-24T12:44:00,4085.83,1
2026-09-24T12:46:00,3914.17,1
2026-09-24T12:48:00,3433.33,1
2026-09-24T12:50:00,3140.83,1
2026-09-24T12:52:00,2554.17,1
2026-09-24T12:54:00,1840.83,1
2026-09-24T12:56:00,1656.67,1
2026-09-24T12:58:00,2068.33,1
2026-09-24T13:00:00,2566.67,1
2026-09-24T13:01:59,2895.0,1
2026-09-24T13:03:59,3438.33,1
2026-09-24T13:05:59,3970.83,1
2026-09-24T13:07:59,4329.17,1
2026-09-24T13:09:59,-,0
2026-09-24T13:11:59,-,0
2026-09-24T13:14:00,3630.83,1
2026-09-24T13:16:00,3094.17,1
2026-09-24T13:18:00,3370.83,1
2026-09-24T13:20:00,3605.83,1
2026-09-24T13:22:00,3725.83,1
2026-09-24T13:24:00,3632.5,1
2026-09-24T13:26:00,3119.17,1
2026-09-24T13:28:00,2641.67,1
2026-09-24T13:30:00,2062.5,1
2026-09-24T13:32:00,1567.5,1
2026-09-24T13:34:00,1629.17,1
2026-09-24T13:36:00,2017.5,1
2026-09-24T13:38:00,2333.33,1
2026-09-24T13:40:00,2749.17,1
2026-09-24T13:42:00,3794.17,1
2026-09-24T13:44:00,3834.17,1
2026-09-24T13:46:00,2914.17,1
2026-09-24T13:48:00,2081.67,1
2026-09-24T13:50:00,1797.5,1
2026-09-24T13:52:00,1653.33,1
2026-09-24T13:54:00,1541.67,1
2026-09-24T13:56:00,1590.83,1
2026-09-24T13:58:00,1923.33,1
2026-09-24T14:00:00,2186.67,1
2026-09-24T14:02:00,2479.17,1
2026-09-24T14:04:00,2745.83,1
2026-09-24T14:06:00,2813.33,1
2026-09-24T14:08:00,2514.17,1
2026-09-24T14:10:00,2125.83,1
2026-09-24T14:12:00,1888.33,1
2026-09-24T14:14:00,1699.17,1
2026-09-24T14:16:00,1598.33,1
2026-09-24T14:18:00,1520.83,1
2026-09-24T14:20:00,1441.67,1
2026-09-24T14:22:00,1384.17,1
2026-09-24T14:24:00,1335.0,1
2026-09-24T14:26:00,1296.67,1
2026-09-24T14:28:00,1282.5,1
2026-09-24T14:30:00,1267.5,1
2026-09-24T14:32:00,1258.33,1
2026-09-24T14:34:00,1300.0,1
2026-09-24T14:36:00,1422.5,1
2026-09-24T14:38:00,1640.0,1
2026-09-24T14:40:00,1905.83,1
2026-09-24T14:42:00,2121.67,1
2026-09-24T14:44:00,2326.67,1
2026-09-24T14:46:00,2529.17,1
2026-09-24T14:48:00,2782.5,1
2026-09-24T14:50:00,2940.83,1
2026-09-24T14:52:00,2922.5,1
2026-09-24T14:54:00,2724.17,1
2026-09-24T14:56:00,2549.17,1
2026-09-24T14:58:00,2609.17,1
2026-09-24T15:00:00,2891.67,1
2026-09-24T15:02:00,2940.0,1
2026-09-24T15:04:00,3010.83,1
2026-09-24T15:06:00,2978.33,1
2026-09-24T15:08:00,3168.33,1
2026-09-24T15:10:00,3027.5,1
2026-09-24T15:12:00,2545.83,1
2026-09-24T15:14:00,1973.33,1
2026-09-24T15:16:00,1408.33,1
2026-09-24T15:18:00,1130.83,1
2026-09-24T15:20:00,1069.17,1
2026-09-24T15:22:00,1371.67,1
2026-09-24T15:24:00,1703.33,1
2026-09-24T15:26:00,1878.33,1
2026-09-24T15:28:00,2105.0,1
2026-09-24T15:30:00,2207.5,1
2026-09-24T15:32:00,2163.33,1
2026-09-24T15:34:00,2027.5,1
2026-09-24T15:36:00,1653.33,1
2026-09-24T15:38:00,1260.0,1
